date,cases
10/07/2022,304
10/08/2022,322
10/09/2022,301
10/10/2022,367
10/11/2022,363
10/12/2022,309
10/13/2022,335
10/14/2022,320
10/15/2022,303
10/16/2022,292
10/17/2022,372
10/18/2022,374
10/19/2022,350
10/20/2022,303
10/21/2022,272
10/22/2022,265
10/23/2022,264
10/24/2022,281
10/25/2022,348
10/26/2022,317
10/27/2022,294
10/28/2022,317
10/29/2022,287
10/30/2022,275
10/31/2022,347
11/01/2022,310
11/02/2022,326
11/03/2022,297
11/04/2022,277
11/05/2022,250
11/06/2022,259
11/07/2022,323
11/08/2022,311
11/09/2022,291
11/10/2022,330
11/11/2022,306
11/12/2022,262
11/13/2022,276
11/14/2022,356
11/15/2022,294
11/16/2022,283
11/17/2022,309
11/18/2022,285
11/19/2022,282
11/20/2022,260
11/21/2022,346
11/22/2022,317
11/23/2022,274
11/24/2022,266
11/25/2022,293
11/26/2022,253
11/27/2022,258
11/28/2022,341
11/29/2022,294
11/30/2022,294
12/01/2022,276
12/02/2022,297
12/03/2022,274
12/04/2022,253
12/05/2022,334
12/06/2022,317
12/07/2022,332
12/08/2022,302
12/09/2022,313
12/10/2022,287
12/11/2022,275
12/12/2022,365
12/13/2022,328
12/14/2022,306
12/15/2022,327
12/16/2022,322
12/17/2022,296
12/18/2022,266
12/19/2022,345
12/20/2022,322
12/21/2022,286
12/22/2022,282
12/23/2022,322
12/24/2022,288
12/25/2022,289
12/26/2022,291
12/27/2022,329
12/28/2022,334
12/29/2022,311
12/30/2022,326
12/31/2022,291
01/01/2023,309
01/02/2023,342
01/03/2023,343
01/04/2023,305
01/05/2023,337
01/06/2023,302
01/07/2023,286
01/08/2023,257
01/09/2023,359
01/10/2023,301
01/11/2023,308
01/12/2023,302
01/13/2023,275
01/14/2023,281
01/15/2023,262
01/16/2023,342
01/17/2023,278
01/18/2023,290
01/19/2023,277
01/20/2023,293
01/21/2023,252
01/22/2023,208
01/23/2023,303
01/24/2023,324
01/25/2023,323
01/26/2023,304
01/27/2023,304
01/28/2023,237
01/29/2023,247
01/30/2023,360
01/31/2023,325
02/01/2023,347
02/02/2023,343
02/03/2023,305
02/04/2023,276
02/05/2023,259
02/06/2023,399
02/07/2023,360
02/08/2023,340
02/09/2023,351
02/10/2023,311
02/11/2023,304
02/12/2023,268
02/13/2023,399
02/14/2023,318
02/15/2023,293
02/16/2023,303
02/17/2023,335
02/18/2023,312
02/19/2023,305
02/20/2023,367
02/21/2023,322
02/22/2023,353
02/23/2023,329
02/24/2023,293
02/25/2023,292
02/26/2023,265
02/27/2023,358
02/28/2023,259
03/01/2023,296
03/02/2023,289
03/03/2023,305
03/04/2023,286
03/05/2023,278
03/06/2023,354
03/07/2023,320
03/08/2023,341
03/09/2023,329
03/10/2023,318
03/11/2023,305
03/12/2023,308
03/13/2023,411
03/14/2023,332
03/15/2023,321
03/16/2023,324
03/17/2023,337
03/18/2023,297
03/19/2023,316
03/20/2023,379
03/21/2023,336
03/22/2023,346
03/23/2023,308
03/24/2023,321
03/25/2023,276
03/26/2023,277
03/27/2023,379
03/28/2023,334
03/29/2023,301
03/30/2023,317
03/31/2023,304
04/01/2023,326
04/02/2023,278
04/03/2023,371
04/04/2023,322
04/05/2023,291
04/06/2023,337
04/07/2023,261
04/08/2023,307
04/09/2023,292
04/10/2023,399
04/11/2023,365
04/12/2023,307
04/13/2023,307
04/14/2023,330
04/15/2023,303
04/16/2023,299
04/17/2023,390
04/18/2023,330
04/19/2023,315
04/20/2023,315
04/21/2023,304
04/22/2023,269
04/23/2023,299
04/24/2023,348
04/25/2023,362
04/26/2023,325
04/27/2023,299
04/28/2023,305
04/29/2023,309
04/30/2023,294
05/01/2023,344
05/02/2023,379
05/03/2023,315
05/04/2023,321
05/05/2023,280
05/06/2023,285
05/07/2023,295
05/08/2023,398
05/09/2023,330
05/10/2023,325
05/11/2023,337
05/12/2023,308
05/13/2023,309
05/14/2023,286
05/15/2023,379
05/16/2023,313
05/17/2023,322
